x,y,segment
0.7797421155778895,0.3852031384863789,part1
0.7826802613065327,0.3846376367049352,part1
0.7856184070351759,0.38407213492349157,part1
0.7885565527638192,0.3835066331420479,part1
0.7914946984924625,0.38294113136060426,part1
0.7944328442211056,0.3823756295791606,part1
0.7973709899497488,0.38181012779771695,part1
0.800309135678392,0.38124462601627324,part1
0.8032472814070353,0.3806791242348296,part1
0.8061854271356785,0.3801136224533859,part1
0.8091235728643217,0.37954812067194227,part1
0.8120617185929648,0.3789826188904986,part1
0.8149998643216081,0.37841711710905496,part1
0.8179380100502514,0.37785161532761125,part1
0.8208761557788946,0.3772861135461676,part1
0.8238143015075378,0.37672061176472393,part1
0.8267524472361809,0.3761551099832803,part1
0.8296905929648242,0.3755896082018366,part1
0.8326287386934674,0.37502410642039297,part1
0.8355668844221107,0.37445860463894926,part1
0.8385050301507538,0.37389310285750554,part1
0.841443175879397,0.3733276010760619,part1
0.8443813216080402,0.3727620992946182,part1
0.8473194673366835,0.37219659751317435,part1
0.8502576130653268,0.37163109573173053,part1
0.8531957587939699,0.37106559395028643,part1
0.8561339045226131,0.37050009216884183,part1
0.8590720502512563,0.36993459038739634,part1
0.8620101959798996,0.36936908860594925,part1
0.8649483417085428,0.36880358682449876,part1
0.867886487437186,0.3682380850430417,part1
0.8708246331658291,0.36767258326157154,part1
0.8737627788944724,0.36710708148007576,part1
0.8767009246231157,0.3665415796985296,part1
0.8796390703517589,0.36597607791688425,part1
0.8825772160804021,0.36541057613504363,part1
0.8855153618090453,0.364845074352819,part1
0.8884535075376885,0.3642795725698384,part1
0.8913916532663317,0.36371407078537027,part1
0.894329798994975,0.3631485689979749,part1
0.8972679447236181,0.36258306720481925,part1
0.9002060904522614,0.3620175654003284,part1
0.9031442361809046,0.36145206357353143,part1
0.9060823819095478,0.3608865617028397,part1
0.9090205276381911,0.36032105974577006,part1
0.9119586733668343,0.3597555576187223,part1
0.9148968190954775,0.3591900551571847,part1
0.9178349648241206,0.3586245520374244,part1
0.9207731105527639,0.3580590476223862,part1
0.9237112562814072,0.35749354065844735,part1
0.9266494020100504,0.3569280286786772,part1
0.9295875477386936,0.35636250682855025,part1
0.9325256934673367,0.35579696555513546,part1
0.93546383919598,0.35523138605980054,part1
0.9384019849246232,0.35466573134989193,part1
0.9413401306532665,0.3540999286300047,part1
0.9442782763819096,0.35353383465135213,part1
0.9472164221105528,0.3529671675269628,part1
0.950154567839196,0.3523993725630768,part1
0.9530927135678393,0.3518293582686113,part1
0.9560308592964826,0.35125497698746744,part1
0.9589690050251257,0.35067200334445753,part1
0.9619071507537689,0.3500721258434084,part1
0.9648452964824121,0.3494390018259151,part1
0.9677834422110554,0.34874052199738326,part1
0.9707215879396986,0.3479136953437653,part1
0.9736597336683418,0.34683531734818845,part1
0.976597879396985,0.3452658278866251,part1
0.9795360251256282,0.3427448060371534,part1
0.9824741708542715,0.33840743721697925,part1
0.9854123165829147,0.33070175213053954,part1
0.9883504623115579,0.31708722946430107,part1
0.991288608040201,0.2945032876819685,part1
0.9942267537688443,0.2599872160190178,part1
0.9971648994974875,0.2146162104496784,part1
1.0001030452261308,0.13982046416758148,part2
1.0030411909547738,0.13667335002951855,part2
1.005979336683417,0.13232475585451975,part2
1.0089174824120604,0.1264952475360123,part2
1.0118556281407036,0.11898988494632096,part2
1.0147937738693469,0.10981388827209382,part2
1.0177319195979901,0.09927895472806803,part2
1.0206700653266334,0.08802238928161837,part2
1.0236082110552764,0.0768815491731204,part2
1.0265463567839197,0.06666045858887448,part2
1.029484502512563,0.057915253481636814,part2
1.032422648241206,0.05086858438641941,part2
1.0353607939698493,0.0454600537386394,part2
1.0382989396984925,0.04146175870952826,part2
1.0412370854271358,0.038587260960151366,part2
1.044175231155779,0.03656186456402743,part2
1.0471133768844223,0.035154903066210726,part2
1.0500515226130656,0.03418717138178613,part2
1.0529896683417088,0.033526073261491804,part2
1.0559278140703519,0.033076550818006915,part2
1.0588659597989951,0.03277186057905783,part2
1.0618041055276382,0.03256578287624223,part2
1.0647422512562814,0.03242660472513189,part2
1.0676803969849247,0.03233270076350116,part2
1.070618542713568,0.032269385490645904,part2
1.0735566884422112,0.03222671391760792,part2
1.0764948341708545,0.03219796392097079,part2
1.0794329798994977,0.03217859753151789,part2
1.082371125628141,0.032165553853976334,part2
1.085309271356784,0.03215676946837776,part2
1.0882474170854273,0.03215085390989019,part2
1.0911855628140703,0.03214687043625017,part2
1.0941237085427136,0.032144188083381375,part2
1.0970618542713568,0.03214238190086496,part2
1.1,0.03214116570979063,part2
